EmpID,Age,AgeGroup,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,Attrition
RM197,35,26-35,Female,"Research & Development","Laboratory Technician",4425,6,2,3,3,No,No
RM229,35,26-35,Female,Sales,"Sales Executive",8789,10,3,4,3,No,No
RM277,35,26-35,Female,"Research & Development",Manager,11996,7,2,2,3,No,No
RM298,35,26-35,Male,Sales,"Sales Executive",8020,11,2,2,3,No,No
RM345,35,26-35,Male,"Research & Development","Manufacturing Director",8095,16,2,3,3,No,No
RM373,35,26-35,Male,"Research & Development","Healthcare Representative",6540,1,2,3,3,No,No
RM431,35,26-35,Male,"Research & Development","Laboratory Technician",4230,5,3,3,3,No,No
RM439,35,26-35,Male,"Research & Development","Healthcare Representative",7632,8,3,3,3,Yes,No
RM448,35,26-35,Male,Sales,"Sales Executive",4717,11,3,3,3,No,No
RM462,35,26-35,Female,Sales,"Sales Executive",4859,5,3,3,3,No,No
RM484,35,26-35,Male,"Research & Development","Laboratory Technician",3681,3,4,3,3,No,No
RM509,35,26-35,Male,"Research & Development","Research Scientist",6646,17,4,3,3,No,No
RM516,35,26-35,Male,"Research & Development","Laboratory Technician",1281,1,3,3,3,No,No
RM558,35,26-35,Female,"Research & Development","Healthcare Representative",5093,1,1,4,3,No,No
RM581,35,26-35,Female,Sales,"Sales Representative",2572,3,4,2,3,No,No
RM597,35,26-35,Female,"Research & Development","Research Scientist",2506,2,3,3,3,No,No
RM612,35,26-35,Male,"Research & Development","Manufacturing Director",10221,8,3,4,4,No,No
RM621,35,26-35,Female,"Research & Development","Research Scientist",2559,6,1,2,3,No,No
RM636,35,26-35,Female,"Research & Development","Manufacturing Director",10685,17,3,3,4,Yes,No
RM637,35,26-35,Female,"Research & Development","Research Scientist",2022,10,2,2,3,Yes,Yes
RM648,35,26-35,Male,"Research & Development","Manufacturing Director",10903,13,2,3,3,No,No
RM677,35,26-35,Female,"Research & Development","Healthcare Representative",4014,10,4,1,4,Yes,No
RM699,35,26-35,Female,Sales,"Sales Executive",4601,5,3,3,3,No,No
RM705,35,26-35,Male,Sales,"Sales Executive",7823,10,4,3,3,No,No
RM726,35,26-35,Male,"Research & Development","Laboratory Technician",3743,4,2,1,4,Yes,Yes
RM730,35,26-35,Female,"Research & Development","Healthcare Representative",10388,16,3,2,3,Yes,No
RM741,35,26-35,Male,"Research & Development","Laboratory Technician",3917,3,4,2,4,No,No
RM792,35,26-35,Male,Sales,"Sales Executive",9582,8,1,3,4,Yes,Yes
RM821,35,26-35,Male,Sales,"Sales Executive",4968,5,4,3,3,No,No
RM836,35,26-35,Male,"Human Resources","Human Resources",4323,5,3,1,3,No,No
RM841,35,26-35,Male,"Research & Development","Laboratory Technician",2258,8,3,3,3,No,No
RM847,35,26-35,Male,"Research & Development","Manufacturing Director",10274,7,2,4,3,No,No
RM849,35,26-35,Male,"Research & Development","Laboratory Technician",2376,2,4,4,3,No,No
RM871,35,26-35,Male,Sales,"Sales Executive",8966,7,1,3,3,Yes,No
RM889,35,26-35,Female,Sales,"Sales Executive",10377,13,4,2,3,Yes,No
RM925,35,26-35,Male,"Research & Development","Research Scientist",3506,3,3,3,3,Yes,No
RM962,35,26-35,Male,"Research & Development","Research Scientist",4249,9,3,3,3,Yes,No
RM974,35,26-35,Female,"Research & Development","Laboratory Technician",5363,9,4,3,3,No,No
RM982,35,26-35,Female,Sales,"Sales Executive",4614,4,3,2,3,Yes,Yes
RM1003,35,26-35,Male,"Research & Development","Manufacturing Director",9362,2,4,3,3,No,No
RM1060,35,26-35,Male,Sales,"Sales Representative",2404,1,3,3,3,No,No
RM1082,35,26-35,Female,"Research & Development","Healthcare Representative",8606,11,2,1,3,No,No
RM1101,35,26-35,Female,Sales,"Sales Representative",2430,5,3,3,4,No,No
RM1109,35,26-35,Male,"Research & Development","Laboratory Technician",2450,3,1,3,3,No,No
RM1111,35,26-35,Female,"Research & Development","Laboratory Technician",2074,1,1,3,3,Yes,Yes
RM1124,35,26-35,Female,"Research & Development","Healthcare Representative",6142,5,3,3,3,Yes,No
RM1131,35,26-35,Male,"Research & Development","Laboratory Technician",3407,10,3,2,3,No,No
RM1135,35,26-35,Male,"Research & Development","Laboratory Technician",2690,1,4,2,3,No,No
RM1151,35,26-35,Male,"Research & Development","Research Scientist",5208,16,1,3,3,No,No
RM1158,35,26-35,Female,"Research & Development","Healthcare Representative",4148,14,3,3,3,No,No
RM1163,35,26-35,Male,Sales,"Sales Executive",10306,13,1,3,3,No,Yes
RM1168,35,26-35,Male,Sales,"Sales Executive",5440,2,4,2,3,Yes,Yes
RM1187,35,26-35,Male,Sales,"Sales Executive",4581,11,4,4,4,Yes,Yes
RM1216,35,26-35,Male,"Research & Development","Research Scientist",4930,5,4,4,3,Yes,No
RM1233,35,26-35,Male,"Research & Development","Manufacturing Director",6883,7,3,3,3,No,No
RM1282,35,26-35,Male,Sales,"Sales Executive",5813,10,4,3,3,Yes,Yes
RM1289,35,26-35,Male,"Research & Development","Manufacturing Director",5762,7,4,3,3,No,No
RM1303,35,26-35,Male,"Research & Development","Laboratory Technician",2705,5,3,4,3,No,No
RM1346,35,26-35,Female,"Research & Development","Manufacturing Director",4788,3,2,3,3,Yes,No
RM1381,35,26-35,Male,Sales,"Sales Executive",5561,5,1,1,3,No,No
RM1393,35,26-35,Female,Sales,"Sales Executive",5204,10,4,3,3,Yes,No
RM1423,35,26-35,Male,"Research & Development","Laboratory Technician",2660,2,3,3,3,Yes,No
RM1425,35,26-35,Male,"Research & Development","Research Scientist",5098,10,3,3,3,No,No
RM1451,35,26-35,Female,"Human Resources","Human Resources",8837,9,4,3,3,Yes,No
RM1457,35,26-35,Male,"Research & Development","Healthcare Representative",5689,10,3,4,3,Yes,No
RM1459,35,26-35,Female,"Research & Development","Research Scientist",2977,4,4,3,3,No,No
RM010,36,36-45,Male,"Research & Development","Healthcare Representative",5237,7,3,2,3,No,No
RM022,36,36-45,Male,Sales,"Sales Representative",3407,5,1,3,4,No,Yes
RM039,36,36-45,Female,"Research & Development","Research Scientist",3419,1,1,4,3,Yes,No
RM065,36,36-45,Female,"Research & Development","Healthcare Representative",10096,17,3,3,3,No,No
RM067,36,36-45,Male,"Research & Development","Manufacturing Director",6499,6,2,3,3,No,No
RM118,36,36-45,Female,Sales,"Sales Executive",9738,9,4,3,3,No,No
RM119,36,36-45,Female,"Research & Development","Laboratory Technician",2835,1,4,3,4,No,No
RM136,36,36-45,Male,"Research & Development","Manufacturing Director",4941,3,2,3,4,No,No
RM173,36,36-45,Male,"Research & Development","Laboratory Technician",2088,8,2,2,3,No,No
RM221,36,36-45,Male,"Research & Development","Laboratory Technician",5914,13,2,4,3,No,No
RM270,36,36-45,Male,"Research & Development","Laboratory Technician",3210,15,4,3,3,No,No
RM292,36,36-45,Male,"Research & Development","Research Scientist",4485,8,2,3,3,No,No
RM299,36,36-45,Male,"Research & Development","Laboratory Technician",3688,1,4,3,3,No,No
RM306,36,36-45,Female,"Research & Development","Laboratory Technician",5674,9,2,3,3,No,No
RM378,36,36-45,Female,"Research & Development","Research Scientist",2543,2,3,3,3,No,No
RM385,36,36-45,Male,Sales,"Sales Executive",7596,10,3,3,3,No,No
RM443,36,36-45,Male,Sales,"Sales Executive",9980,10,4,2,3,No,No
RM512,36,36-45,Male,"Research & Development","Manufacturing Director",8847,3,2,3,3,Yes,No
RM542,36,36-45,Female,"Research & Development","Research Director",11713,8,1,3,3,No,No
RM570,36,36-45,Male,Sales,"Sales Executive",7587,10,1,3,3,No,No
RM594,36,36-45,Female,"Research & Development","Manufacturing Director",5228,9,2,3,3,No,No
RM600,36,36-45,Male,"Human Resources","Human Resources",2143,5,2,3,3,No,No
RM622,36,36-45,Male,Sales,"Sales Executive",6201,18,4,2,3,Yes,No
RM634,36,36-45,Male,"Human Resources","Human Resources",2342,5,1,3,4,No,No
RM665,36,36-45,Male,"Research & Development","Healthcare Representative",6586,16,4,2,3,Yes,No
RM681,36,36-45,Male,"Research & Development","Research Scientist",4678,6,4,3,3,No,No
RM688,36,36-45,Male,"Research & Development","Laboratory Technician",2519,11,3,3,4,No,No
RM694,36,36-45,Male,Sales,"Sales Executive",10325,16,4,3,3,Yes,Yes
RM709,36,36-45,Male,Sales,"Sales Executive",5079,7,4,3,3,No,No
RM753,36,36-45,Female,"Research & Development","Laboratory Technician",2743,17,1,3,3,No,Yes
RM762,36,36-45,Male,"Research & Development","Laboratory Technician",4834,1,3,2,3,No,Yes
RM774,36,36-45,Female,"Research & Development","Manufacturing Director",8858,14,4,2,3,No,No
RM818,36,36-45,Male,"Research & Development","Manufacturing Director",7779,11,4,3,4,No,No
RM874,36,36-45,Male,"Research & Development","Laboratory Technician",2741,7,3,3,3,No,No
RM883,36,36-45,Female,"Research & Development","Manufacturing Director",10252,7,1,3,4,Yes,No
RM901,36,36-45,Male,"Research & Development","Research Scientist",3692,11,2,2,3,No,No
RM928,36,36-45,Female,"Research & Development","Manufacturing Director",5410,16,2,3,3,Yes,No
RM943,36,36-45,Female,"Research & Development","Healthcare Representative",7094,7,3,3,3,No,No
RM969,36,36-45,Female,Sales,"Sales Executive",4639,15,1,2,3,No,No
RM1012,36,36-45,Female,Sales,"Sales Executive",9278,5,2,3,3,Yes,No
RM1019,36,36-45,Male,"Research & Development","Laboratory Technician",5810,10,4,2,3,No,No
RM1020,36,36-45,Female,Sales,"Sales Executive",5647,3,1,2,3,No,No
RM1103,36,36-45,Male,Sales,"Sales Representative",2644,3,4,2,4,Yes,No
RM1122,36,36-45,Female,Sales,"Sales Executive",6815,1,3,3,3,No,No
RM1129,36,36-45,Male,"Research & Development","Laboratory Technician",5562,3,1,3,3,Yes,No
RM1146,36,36-45,Female,"Research & Development","Manufacturing Director",4663,3,3,3,3,Yes,No
RM1174,36,36-45,Female,"Research & Development","Healthcare Representative",8008,3,1,3,3,No,No
RM1181,36,36-45,Male,"Research & Development","Laboratory Technician",2013,4,2,3,3,No,No
RM1183,36,36-45,Female,"Research & Development","Manufacturing Director",4374,3,3,3,3,No,No
RM1184,36,36-45,Male,"Research & Development","Healthcare Representative",6842,5,1,3,4,No,No
RM1200,36,36-45,Male,"Research & Development","Healthcare Representative",5347,3,3,2,3,No,No
RM1221,36,36-45,Female,Sales,"Sales Representative",4502,13,4,2,3,No,No
RM1237,36,36-45,Male,Sales,"Sales Executive",6134,2,1,3,3,Yes,Yes
RM1279,36,36-45,Male,"Research & Development","Healthcare Representative",8321,12,1,3,3,Yes,No
RM1316,36,36-45,Female,"Research & Development","Research Scientist",6962,1,2,3,4,Yes,No
RM1341,36,36-45,Female,Sales,"Sales Executive",5673,10,3,3,3,Yes,No
RM1348,36,36-45,Male,"Human Resources","Human Resources",3886,10,4,2,4,No,No
RM1356,36,36-45,Male,Sales,"Sales Executive",5507,4,2,1,3,No,No
RM1384,36,36-45,Male,"Research & Development","Laboratory Technician",2810,5,2,3,4,No,No
RM1440,36,36-45,Female,Sales,"Sales Executive",7644,9,4,3,3,No,No
RM1441,36,36-45,Female,"Research & Development","Manufacturing Director",5131,4,2,3,3,No,No
RM1448,36,36-45,Male,Sales,"Sales Executive",5406,15,4,2,4,No,No
RM1454,36,36-45,Female,Sales,"Sales Executive",6652,6,4,2,3,No,No
RM1466,36,36-45,Male,"Research & Development","Laboratory Technician",2571,5,4,3,3,No,No
RM1466,36,36-45,Male,"Research & Development","Laboratory Technician",2571,5,4,3,3,No,No
RM003,37,36-45,Male,"Research & Development","Laboratory Technician",2090,0,3,3,3,Yes,Yes
RM048,37,36-45,Male,"Research & Development","Research Scientist",3022,1,2,3,4,No,No
RM060,37,36-45,Male,"Research & Development","Manufacturing Director",5993,7,3,4,3,No,No
RM079,37,36-45,Male,"Research & Development","Research Director",13664,5,3,4,3,No,No
RM101,37,36-45,Male,"Human Resources","Human Resources",2073,3,1,3,4,Yes,Yes
RM105,37,36-45,Male,"Research & Development","Healthcare Representative",5163,1,4,4,3,No,No
RM116,37,36-45,Male,Sales,"Sales Executive",7428,5,4,3,3,No,No
RM196,37,36-45,Male,"Research & Development","Research Scientist",3564,8,1,2,3,Yes,No
RM223,37,36-45,Male,"Research & Development","Research Director",12185,10,4,3,3,Yes,No
RM227,37,36-45,Male,Sales,"Sales Representative",2793,9,4,3,3,No,No
RM274,37,36-45,Male,Sales,"Sales Executive",6502,5,4,4,3,No,No
RM276,37,36-45,Female,"Research & Development","Research Director",13603,5,4,3,3,Yes,No
RM286,37,36-45,Female,"Research & Development","Research Scientist",2115,17,4,3,3,No,No
RM295,37,36-45,Male,"Research & Development","Research Scientist",2326,4,4,2,3,Yes,No
RM341,37,36-45,Male,"Research & Development","Manufacturing Director",6347,6,4,2,3,No,No
RM354,37,36-45,Male,"Research & Development","Research Scientist",5974,7,1,3,3,Yes,No
RM365,37,36-45,Female,"Research & Development","Laboratory Technician",3452,5,1,3,4,No,No
RM387,37,36-45,Female,"Research & Development","Laboratory Technician",3034,18,1,2,3,No,No
RM390,37,36-45,Male,"Research & Development","Manufacturing Director",4197,1,2,2,3,Yes,No
RM399,37,36-45,Female,"Research & Development","Research Scientist",4449,13,3,3,3,Yes,No
RM465,37,36-45,Female,"Research & Development","Manufacturing Director",7491,6,4,4,3,No,No
RM468,37,36-45,Male,Sales,"Sales Executive",8834,9,2,3,3,No,No
RM473,37,36-45,Female,"Research & Development","Manufacturing Director",6447,6,2,2,3,No,No
RM487,37,36-45,Male,Sales,"Sales Executive",9602,3,3,2,3,Yes,No
RM507,37,36-45,Male,"Research & Development","Manufacturing Director",9434,10,3,3,3,No,No
RM523,37,36-45,Male,"Research & Development","Research Scientist",4680,1,4,3,3,No,No
RM578,37,36-45,Female,"Research & Development","Research Scientist",2782,5,1,2,3,Yes,No
RM629,37,36-45,Male,Sales,"Sales Executive",6334,1,3,3,3,No,No
RM649,37,36-45,Female,Sales,"Sales Representative",2973,5,4,3,3,No,No
RM653,37,36-45,Male,Sales,"Sales Executive",7642,10,2,3,3,Yes,No
RM696,37,36-45,Male,Sales,"Sales Executive",10609,14,3,1,3,No,Yes
RM745,37,36-45,Female,"Research & Development","Healthcare Representative",4777,1,2,1,3,No,Yes
RM768,37,36-45,Female,"Research & Development","Healthcare Representative",4107,4,2,2,3,No,No
RM796,37,36-45,Female,Sales,"Sales Executive",6694,1,4,3,3,Yes,No
RM833,37,36-45,Female,"Research & Development","Healthcare Representative",5731,6,4,3,3,No,No
RM856,37,36-45,Female,"Research & Development","Manufacturing Director",6474,14,4,2,3,No,No
RM990,37,36-45,Male,"Research & Development","Research Scientist",2996,6,3,3,3,Yes,No
RM1002,37,36-45,Female,"Research & Development","Laboratory Technician",3629,3,3,3,3,No,No
RM1023,37,36-45,Male,"Research & Development","Laboratory Technician",3500,6,3,1,3,No,No
RM1090,37,36-45,Male,"Research & Development","Research Scientist",4285,10,4,3,3,No,No
RM1159,37,36-45,Male,"Research & Development","Manufacturing Director",5768,4,3,2,3,No,No
RM1164,37,36-45,Female,"Research & Development","Research Scientist",3936,8,2,1,3,No,No
RM1212,37,36-45,Male,Sales,"Sales Executive",9525,6,4,2,3,No,No
RM1277,37,36-45,Male,Sales,"Sales Executive",4189,5,2,3,3,No,No
RM1281,37,36-45,Male,"Human Resources","Human Resources",4071,10,2,2,3,No,No
RM1292,37,36-45,Male,"Research & Development","Manufacturing Director",4213,10,1,1,3,No,Yes
RM1345,37,36-45,Male,"Research & Development","Research Scientist",4284,5,1,3,4,Yes,No
RM1433,37,36-45,Female,"Research & Development","Research Director",13744,16,4,3,4,Yes,No
RM020,38,36-45,Male,"Research & Development","Research Scientist",3944,3,4,3,3,Yes,No
RM062,38,36-45,Female,"Research & Development","Laboratory Technician",2406,10,4,3,3,No,No
RM084,38,36-45,Female,"Research & Development","Research Scientist",5329,13,4,3,3,Yes,No
RM169,38,36-45,Female,Sales,"Sales Executive",8686,8,4,4,4,No,No
RM180,38,36-45,Female,"Research & Development","Laboratory Technician",2288,2,4,3,3,No,No
RM199,38,36-45,Male,"Research & Development","Manufacturing Director",6553,1,3,3,3,No,No
RM200,38,36-45,Male,"Research & Development","Manufacturing Director",6261,7,4,1,3,No,No
RM205,38,36-45,Male,"Research & Development","Healthcare Representative",6673,1,1,3,3,Yes,Yes
RM224,38,36-45,Male,Sales,"Sales Executive",10609,16,3,2,3,No,No
RM262,38,36-45,Male,Sales,"Sales Executive",5249,8,4,3,3,No,No
RM278,38,36-45,Female,Sales,"Sales Executive",5605,8,1,3,4,Yes,No
RM288,38,36-45,Male,"Research & Development","Healthcare Representative",5745,2,4,3,3,No,No
RM308,38,36-45,Female,"Research & Development","Research Director",12061,10,2,3,3,No,No
RM342,38,36-45,Male,"Research & Development","Research Director",11510,11,4,3,3,Yes,No
RM417,38,36-45,Male,"Research & Development","Laboratory Technician",1702,1,4,3,4,Yes,No
RM472,38,36-45,Female,"Research & Development","Healthcare Representative",9824,1,3,3,3,No,No
RM491,38,36-45,Female,"Research & Development","Research Scientist",2619,0,1,2,3,No,No
RM519,38,36-45,Female,Sales,"Sales Executive",4028,7,4,3,4,No,No
RM530,38,36-45,Female,"Research & Development","Healthcare Representative",7625,9,4,2,3,No,No
RM543,38,36-45,Female,"Research & Development","Manufacturing Director",7861,1,3,4,3,Yes,No
RM560,38,36-45,Male,"Research & Development","Research Scientist",3057,1,3,1,3,Yes,No
RM579,38,36-45,Female,"Research & Development","Manufacturing Director",5980,15,1,3,3,Yes,No
RM606,38,36-45,Male,"Research & Development","Healthcare Representative",6288,4,1,2,3,No,No
RM643,38,36-45,Male,Sales,"Sales Representative",2899,2,2,3,3,No,No
RM682,38,36-45,Female,"Research & Development","Research Director",13582,15,1,3,3,No,No
RM704,38,36-45,Female,Sales,"Sales Executive",5666,5,4,3,3,Yes,No
RM723,38,36-45,Male,"Research & Development","Research Scientist",2684,2,3,2,3,No,No
RM748,38,36-45,Male,Sales,"Sales Executive",6861,1,4,3,3,Yes,No
RM766,38,36-45,Male,"Research & Development","Research Scientist",2821,2,3,3,3,No,No
RM785,38,36-45,Female,"Research & Development","Healthcare Representative",8823,19,3,2,3,No,No
RM808,38,36-45,Male,Sales,"Sales Executive",8740,8,3,3,3,Yes,No
RM812,38,36-45,Male,Sales,"Sales Executive",7351,1,2,3,3,No,No
RM827,38,36-45,Male,"Human Resources","Human Resources",2844,7,3,4,3,No,No
RM964,38,36-45,Female,Sales,"Sales Executive",6893,7,1,3,3,No,No
RM983,38,36-45,Male,"Research & Development","Research Scientist",2610,4,3,3,3,No,No
RM1108,38,36-45,Male,"Human Resources","Human Resources",6077,6,3,3,3,No,No
RM1113,38,36-45,Male,"Research & Development","Manufacturing Director",4855,5,2,3,3,No,Yes
RM1120,38,36-45,Male,Sales,"Sales Executive",9924,9,2,3,3,No,No
RM1121,38,36-45,Female,Sales,"Sales Executive",4198,3,2,4,3,No,No
RM1162,38,36-45,Female,"Research & Development","Manufacturing Director",7756,5,3,4,3,Yes,No
RM1188,38,36-45,Male,"Research & Development","Research Scientist",4735,13,4,4,3,No,No
RM1194,38,36-45,Female,"Research & Development","Laboratory Technician",2440,4,2,3,4,No,No
RM1203,38,36-45,Female,"Research & Development","Laboratory Technician",3306,0,3,2,3,No,No
RM1257,38,36-45,Female,"Research & Development","Laboratory Technician",2468,6,2,2,3,No,No
RM1262,38,36-45,Male,"Research & Development","Healthcare Representative",5811,1,4,3,3,Yes,No
RM1273,38,36-45,Female,"Research & Development","Laboratory Technician",3702,5,3,3,3,No,No
RM1290,38,36-45,Male,"Human Resources","Human Resources",2592,11,2,3,3,No,No
RM1309,38,36-45,Female,Sales,"Sales Representative",5405,4,4,2,4,Yes,No
RM1374,38,36-45,Female,"Research & Development","Research Scientist",2133,20,2,3,3,Yes,No
RM1377,38,36-45,Male,"Research & Development","Research Scientist",4771,5,4,4,3,No,No
RM1392,38,36-45,Male,Sales,"Sales Representative",2858,1,1,2,3,No,No
RM1401,38,36-45,Male,"Human Resources","Human Resources",2991,6,2,3,3,Yes,No
RM1417,38,36-45,Male,Sales,"Sales Executive",4440,15,2,3,3,No,No
RM1419,38,36-45,Male,"Research & Development","Manufacturing Director",5321,8,3,3,3,No,No
RM1431,38,36-45,Female,"Research & Development","Research Director",13206,18,3,3,3,No,No
RM1452,38,36-45,Female,Sales,"Sales Executive",5343,10,4,3,3,No,No
RM034,39,36-45,Male,Sales,"Sales Representative",2086,1,4,4,3,No,Yes
RM138,39,36-45,Female,Sales,"Sales Executive",5902,15,3,4,3,No,No
RM241,39,36-45,Female,"Research & Development","Laboratory Technician",2232,3,3,3,3,No,No
RM305,39,36-45,Male,"Research & Development","Healthcare Representative",9613,18,4,2,3,No,No
RM315,39,36-45,Male,"Research & Development",Manager,17068,21,1,3,3,Yes,No
RM327,39,36-45,Male,"Research & Development",Manager,19272,21,4,3,3,No,No
RM328,39,36-45,Female,Sales,"Sales Executive",5238,1,3,2,3,Yes,Yes
RM401,39,36-45,Male,"Research & Development",Manager,19197,21,3,3,3,Yes,No
RM450,39,36-45,Female,"Research & Development","Laboratory Technician",3755,8,3,3,3,No,No
RM527,39,36-45,Female,"Research & Development","Healthcare Representative",4553,20,3,3,3,No,No
RM552,39,36-45,Female,"Human Resources","Human Resources",6389,8,2,1,3,No,No
RM655,39,36-45,Female,"Human Resources","Human Resources",5204,5,4,3,3,No,No
RM670,39,36-45,Male,"Research & Development","Laboratory Technician",2404,2,1,1,4,Yes,Yes
RM706,39,36-45,Male,Sales,"Sales Executive",7880,8,3,3,3,No,No
RM739,39,36-45,Female,"Research & Development","Manufacturing Director",12742,21,4,3,3,No,No
RM754,39,36-45,Female,"Research & Development","Manufacturing Director",10880,21,1,3,3,Yes,No
RM814,39,36-45,Male,"Research & Development","Healthcare Representative",12169,18,4,3,3,No,Yes
RM817,39,36-45,Male,"Research & Development","Laboratory Technician",6782,5,2,2,3,No,No
RM938,39,36-45,Female,"Research & Development",Manager,17123,19,2,3,3,Yes,No
RM941,39,36-45,Male,"Research & Development","Research Scientist",3904,5,1,3,3,No,Yes
RM950,39,36-45,Male,"Research & Development","Manufacturing Director",4534,8,3,3,3,No,No
RM987,39,36-45,Male,Sales,"Sales Executive",6120,5,4,4,3,Yes,No
RM993,39,36-45,Male,"Research & Development","Healthcare Representative",10920,6,3,3,4,No,No
RM1033,39,36-45,Female,"Research & Development","Laboratory Technician",3646,1,1,4,4,Yes,Yes
RM1080,39,36-45,Female,"Research & Development","Manufacturing Director",8376,2,2,3,3,No,No
RM1125,39,36-45,Male,Sales,"Sales Executive",8237,7,3,3,3,No,No
RM1149,39,36-45,Male,"Research & Development","Manufacturing Director",5377,7,1,3,3,No,No
RM1156,39,36-45,Male,"Research & Development","Laboratory Technician",3069,10,3,3,3,No,No
RM1160,39,36-45,Female,"Research & Development","Manufacturing Director",5042,9,3,1,3,No,No
RM1176,39,36-45,Male,"Research & Development","Manufacturing Director",5295,5,2,3,4,No,No
RM1241,39,36-45,Male,"Research & Development","Laboratory Technician",6472,9,4,3,3,Yes,No
RM1285,39,36-45,Male,"Research & Development","Research Director",13464,4,3,3,4,No,No
RM1293,39,36-45,Male,Sales,"Sales Executive",4127,2,4,3,3,No,No
RM1336,39,36-45,Male,"Research & Development","Research Scientist",3902,2,4,3,3,No,No
RM1367,39,36-45,Female,Sales,"Sales Executive",5736,3,3,3,3,No,No
RM1373,39,36-45,Male,"Research & Development","Manufacturing Director",5151,10,1,3,4,No,No
RM1404,39,36-45,Male,Sales,"Sales Executive",13341,20,1,3,3,No,No
RM1430,39,36-45,Male,"Research & Development","Research Scientist",4108,7,4,3,3,No,No
RM1438,39,36-45,Male,"Research & Development",Manager,19431,6,4,2,3,No,No
RM1463,39,36-45,Female,Sales,"Sales Executive",12031,20,4,2,3,No,No
RM1467,39,36-45,Male,"Research & Development","Healthcare Representative",9991,7,1,3,3,No,No
RM1463,39,36-45,Female,Sales,"Sales Executive",12031,20,4,2,3,No,No
RM1467,39,36-45,Male,"Research & Development","Healthcare Representative",9991,7,1,3,3,No,No
RM091,40,36-45,Male,"Research & Development","Healthcare Representative",13503,22,2,2,4,No,No
RM151,40,36-45,Female,"Research & Development","Research Scientist",5605,20,2,3,3,No,No
RM159,40,36-45,Male,Sales,"Sales Executive",10855,12,4,2,3,No,No
RM187,40,36-45,Female,"Research & Development",Manager,19033,20,3,3,3,No,No
RM204,40,36-45,Male,"Research & Development","Laboratory Technician",2741,7,4,4,3,Yes,No
RM244,40,36-45,Male,"Research & Development","Research Scientist",3319,9,4,3,3,No,No
RM336,40,36-45,Male,Sales,"Sales Executive",7457,4,4,2,4,Yes,No
RM369,40,36-45,Male,Sales,"Sales Executive",6380,6,3,3,3,Yes,Yes
RM388,40,36-45,Female,Sales,"Sales Executive",5715,5,2,3,3,No,No
RM392,40,36-45,Female,"Research & Development","Laboratory Technician",3448,1,3,3,4,No,No
RM418,40,36-45,Female,Sales,Manager,18041,20,3,3,3,No,No
RM449,40,36-45,Female,"Research & Development","Manufacturing Director",13237,20,3,3,3,No,No
RM459,40,36-45,Male,Sales,"Sales Executive",10932,1,1,3,3,No,No
RM534,40,36-45,Male,Sales,"Sales Executive",10475,18,1,3,4,Yes,No
RM554,40,36-45,Female,"Research & Development","Research Scientist",2342,4,4,2,4,Yes,No
RM583,40,36-45,Female,"Research & Development","Healthcare Representative",4244,8,2,3,4,No,No
RM602,40,36-45,Male,"Research & Development","Laboratory Technician",5094,1,3,3,3,No,No
RM685,40,36-45,Male,Sales,"Sales Executive",9705,1,2,2,3,No,No
RM692,40,36-45,Male,"Research & Development","Research Scientist",3617,1,2,3,3,Yes,No
RM707,40,36-45,Female,Sales,"Sales Executive",13194,1,2,2,3,Yes,Yes
RM769,40,36-45,Male,Sales,"Sales Executive",8396,7,1,2,3,No,No
RM786,40,36-45,Male,"Research & Development","Healthcare Representative",10322,11,4,3,4,No,No
RM815,40,36-45,Male,"Research & Development","Research Director",19626,20,3,4,3,No,No
RM838,40,36-45,Female,"Research & Development","Research Director",13499,18,3,2,3,No,No
RM846,40,36-45,Female,"Research & Development","Research Scientist",4422,1,4,1,3,Yes,No
RM867,40,36-45,Male,Sales,"Sales Executive",4327,0,2,3,3,No,No
RM885,40,36-45,Female,Sales,"Sales Executive",6852,5,2,4,3,No,No
RM947,40,36-45,Male,Sales,"Sales Executive",9094,5,2,3,3,Yes,Yes
RM958,40,36-45,Male,"Research & Development","Research Scientist",3544,4,3,3,3,No,No
RM960,40,36-45,Male,"Research & Development","Research Scientist",4661,9,4,3,3,No,No
RM968,40,36-45,Male,"Research & Development","Laboratory Technician",2387,4,2,3,4,No,No
RM979,40,36-45,Female,"Research & Development","Healthcare Representative",6377,12,3,3,4,No,No
RM1030,40,36-45,Male,"Research & Development","Laboratory Technician",3975,8,3,4,3,No,No
RM1041,40,36-45,Male,"Research & Development","Research Director",13757,9,2,3,3,No,No
RM1046,40,36-45,Male,"Research & Development","Research Scientist",2345,3,3,4,3,No,No
RM1084,40,36-45,Male,"Research & Development","Laboratory Technician",2018,5,1,1,3,No,Yes
RM1095,40,36-45,Male,Sales,"Sales Executive",5473,8,1,4,3,No,No
RM1097,40,36-45,Male,"Human Resources",Manager,16437,21,4,3,4,Yes,No
RM1099,40,36-45,Male,"Research & Development","Healthcare Representative",4069,2,4,3,3,Yes,No
RM1133,40,36-45,Female,Sales,"Sales Executive",4639,5,1,3,3,No,No
RM1157,40,36-45,Female,"Research & Development","Manufacturing Director",10435,18,3,3,3,No,No
RM1165,40,36-45,Female,"Research & Development","Manufacturing Director",7945,4,4,2,3,Yes,No
RM1172,40,36-45,Male,"Research & Development","Laboratory Technician",2166,4,1,1,3,Yes,Yes
